scen,country,period,gini,region,dgini_edu,dgini_eduspend,gini_nomig,relgini,worldregion,reldif
SSP1,SWZ,2015,0.572847522,748,,,,,AFR,
SSP1,SYR,2015,0.41299464,760,,,,,ASIA,
SSP1,TCD,2015,0.491209281,148,,,,,AFR,
SSP1,TGO,2015,0.518450253,768,,,,,AFR,
SSP1,THA,2015,0.40351677,764,,,,,ASIA,
SSP1,TJK,2015,0.306602902,762,,,,,ASIA,
SSP1,TKM,2015,0.408536997,795,,,,,ASIA,
SSP1,TLS,2015,0.371387443,626,,,,,ASIA,
SSP1,TON,2015,0.376787443,776,,,,,OCE,
SSP1,TTO,2015,0.398487443,780,,,,,LAC,
SSP1,TUN,2015,0.413884981,788,,,,,AFR,
SSP1,TUR,2015,0.401236997,792,,,,,ASIA,
SSP1,TWN,2015,0.393787443,158,,,,,ASIA,
SSP1,TZA,2015,0.433153856,834,,,,,AFR,
SSP1,UGA,2015,0.487724267,800,,,,,AFR,
SSP1,UKR,2015,0.246767788,804,,,,,EUR,
SSP1,URY,2015,0.429143582,858,,,,,LAC,
SSP1,USA,2015,0.40567806,840,,,,,NOA,
SSP1,UZB,2015,0.351468469,860,,,,,ASIA,
SSP1,VCT,2015,0.489162648,670,,,,,LAC,
SSP1,VEN,2015,0.465638085,862,,,,,LAC,
SSP1,VNM,2015,0.462822105,704,,,,,ASIA,
SSP1,VUT,2015,0.427285163,548,,,,,OCE,
SSP1,WSM,2015,0.484751756,882,,,,,OCE,
SSP1,YEM,2015,0.414667474,887,,,,,ASIA,
SSP1,ZAF,2015,0.692147522,710,,,,,AFR,
SSP1,ZMB,2015,0.614547522,894,,,,,AFR,
SSP1,ZWE,2015,0.451164981,716,,,,,AFR,
SSP1,ABW,2020,0.485375261,533,-0.002079082461293163,5.37473421465011e-5,0.48740059611914666,0.0041727201237531375,LAC,-0.0041553808823237
SSP1,AFG,2020,0.33270999,4,0.0007734356263297602,0.00024261244679080752,0.33169394192687945,-0.0030538550198644376,ASIA,0.0030632096179330492
SSP1,AGO,2020,0.482386042,24,0.00011460489551256586,-2.217905744824389e-5,0.48229361616193567,-0.00019160139393992193,AFR,0.00019163811206923675
SSP1,ALB,2020,0.294202024,8,-0.0005506456131586241,0.0014516834450463202,0.29330098616811234,-0.0030626500104827814,EUR,0.0030720586509422887
SSP1,ARE,2020,0.408038502,784,-0.0027380180400535343,-0.0008310409408530409,0.4116075609809066,0.008746868159286159,ASIA,-0.008671023856804627
SSP1,ARG,2020,0.426226773,32,-0.000167778440725469,-1.7602102453626866e-5,0.4264121535431791,0.00043493406543726465,LAC,-0.00043474498003559514
SSP1,ARM,2020,0.312895731,51,-0.001210307628372259,0.0009221669475190256,0.31318387168085327,0.0009208840271881513,EUR,-0.0009200367800129561
SSP1,AUS,2020,0.347723795,36,-0.0027935310517199297,-0.0005032604442553346,0.3510205864959753,0.009481063831065395,OCE,-0.009392017513517259
SSP1,AUT,2020,0.27286419,40,-0.0018770043435156034,-0.0004138406201354067,0.275155034963651,0.008395550048729383,EUR,-0.008325651623833252
SSP1,AZE,2020,0.168959835,31,-0.00014545121877316598,0.0001908009149777306,0.16891448530379544,-0.0002684051875676552,ASIA,0.0002684772482537401
SSP1,BDI,2020,0.38830999,108,-0.00043711418443980474,0.0008853628493200821,0.38786174133511975,-0.0011543577976972363,AFR,0.0011556918796302718
SSP1,BEL,2020,0.27364017,56,-0.0008844625130808582,-0.00040020736857700553,0.2749248398816579,0.004694741571231509,EUR,-0.004672803964206551
SSP1,BEN,2020,0.490038881,204,0.0001822593161094015,4.218319610159726e-6,0.48985240336428043,-0.00038053640833357605,AFR,0.0003806812714173269
SSP1,BFA,2020,0.451270705,854,0.00013889443014394458,0.00042642035714643813,0.4507053902127096,-0.001252717672622694,AFR,0.0012542889425475323
SSP1,BGD,2020,0.37450999,50,-0.00018398962423625995,0.0002494039637291413,0.37444457566050715,-0.00017466647416497505,ASIA,0.00017469698787198062
SSP1,BGR,2020,0.38080559,100,-6.270152981028627e-5,0.00027060964372229064,0.38059768188608806,-0.0005459691752738305,EUR,0.0005462674204468332
